"","likedcount","replycount"
"1652",22003,418
"1653",21135,157
"1654",18315,135
"1655",569262,4526
"1656",297081,4000
"1657",284414,2024
"1658",91553,5600
"1659",80579,136
"1660",31229,2632
"1661",18980,322
"1662",9315,85
"1663",7362,62
"1664",4864,83
"1665",94393,2153
"1666",57182,690
"1667",48744,297
"1668",22080,193
"1669",16712,181
"1670",564610,3583
"1671",467641,1518
"1672",262072,917
"1673",163375,830
"1674",140613,778
"1675",31113,956
"1676",16083,11
"1677",12487,263
"1678",6408,34
"1679",4538,64
"1680",48838,1112
"1681",35191,187
"1682",32788,133
"1683",24497,39
"1684",23087,28
"1685",52315,1067
"1686",29141,94
"1687",14841,68
"1688",9569,23
"1689",8541,37
"1690",95256,1188
"1691",54520,272
"1692",27010,290
"1693",19330,24
"1694",17877,59
"1695",76322,434
"1696",35269,86
"1697",28812,54
"1698",17459,30
"1699",14361,87
"1700",66113,2288
"1701",12713,55
"1702",11598,475
"1703",8260,53
"1704",7219,86
"1705",10573,60
"1706",9670,60
"1707",5609,20
"1708",5114,71
"1709",4696,20
"1710",16717,80
"1711",10331,101
"1712",8152,203
"1713",4103,251
"1714",2868,28
"1715",31281,344
"1716",21142,370
"1717",16736,527
"1718",8236,65
"1719",7594,40
"1720",34971,597
"1721",19315,458
"1722",8679,308
"1723",6474,740
"1724",6280,421
"1725",62858,1203
"1726",40272,416
"1727",35162,238
"1728",24950,201
"1729",19155,111
"1730",25967,528
"1731",16840,233
"1732",11943,89
"1733",8790,52
"1734",5151,25
"1735",70385,1002
"1736",32822,227
"1737",28600,367
"1738",20739,452
"1739",16058,285
"1740",83383,190
"1741",73086,205
"1742",55852,100
"1743",26827,29
"1744",20037,90
"1745",23769,392
"1746",19779,330
"1747",6499,293
"1748",5027,413
"1749",3719,285
"1750",39811,666
"1751",37445,469
"1752",33203,3486
"1753",21542,292
"1754",12171,116
"1755",62078,642
"1756",45169,203
"1757",32570,128
"1758",24883,468
"1759",21119,102
"1760",114233,1578
"1761",103716,1054
"1762",35171,1261
"1763",21779,133
"1764",9911,86
"1765",94396,1554
"1766",63386,1150
"1767",60068,668
"1768",35521,737
"1769",25286,109
"1770",76386,658
"1771",58422,1148
"1772",56669,680
"1773",37271,325
"1774",35441,895
"1775",69586,3364
"1776",52370,612
"1777",52283,719
"1778",38724,1377
"1779",30257,786
"1780",145608,1041
"1781",129868,2264
"1782",84636,1119
"1783",43277,278
"1784",42269,269
"1785",16312,104
"1786",16180,488
"1787",14583,176
"1788",11282,87
"1789",6772,55
"1790",109558,752
"1791",73774,1714
"1792",50438,1509
"1793",38502,357
"1794",27017,340
"1795",213071,771
"1796",127959,483
"1797",103755,1883
"1798",71369,694
"1799",46773,109
"1800",232376,1039
"1801",159208,1896
"1802",117646,1391
"1803",89844,15777
"1804",77716,1862
"1805",30993,1206
"1806",20044,495
"1807",10836,219
"1808",9225,137
"1809",7205,148
"1810",89856,302
"1811",73404,394
"1812",61913,293
"1813",23548,111
"1814",22190,84
"1815",268615,2335
"1816",187673,1155
"1817",152446,1175
"1818",115892,1576
"1819",83578,410
"1820",85521,5738
"1821",77701,664
"1822",57096,572
"1823",38391,665
"1824",29325,122
"1825",110026,982
"1826",104068,1154
"1827",62801,1121
"1828",58416,865
"1829",45093,179
"1830",411507,3599
"1831",153066,912
"1832",145915,372
"1833",75246,455
"1834",52109,405
"1835",130192,799
"1836",118459,360
"1837",61662,311
"1838",44529,192
"1839",39141,407
"1840",128415,2998
"1841",82661,4291
"1842",78132,1264
"1843",35049,456
"1844",28890,763
"1845",205234,3419
"1846",104151,2338
"1847",46345,2705
"1848",29653,126
"1849",19885,165
"1851",109612,1717
"1852",63794,586
"1853",39607,247
"1854",34639,163
"1855",203483,2904
"1856",78688,382
"1857",63764,155
"1858",37128,122
"1859",35034,233
"1860",114176,10579
"1861",113325,1137
"1862",73111,350
"1863",62528,1242
"1864",50814,297
"1865",373603,4048
"1866",293886,2337
"1867",188567,2765
"1868",145853,1416
"1869",101129,370
"1870",35187,263
"1871",30172,42
"1872",21907,169
"1873",13012,77
"1874",12153,62
"1875",33583,851
"1876",21066,831
"1877",11205,669
"1878",9094,234
"1879",7448,1012
"1880",18970,254
"1881",16046,268
"1882",10287,33
"1883",6268,25
"1884",3948,11
"1885",49152,813
"1886",10189,79
"1887",8112,79
"1888",5914,58
"1889",5221,236
"1890",77009,271
"1891",29834,218
"1892",24063,220
"1893",9687,8
"1894",7418,6
"1895",41166,901
"1896",33730,265
"1897",21142,31
"1898",16030,23
"1899",14273,359
"1900",79192,649
"1901",57684,277
"1902",40699,395
"1903",27338,640
"1904",23185,131
"1905",10220,215
"1906",6500,90
"1907",6309,65
"1908",3612,23
"1909",3575,65
"1910",54538,661
"1911",19395,228
"1912",13747,187
"1913",10080,91
"1914",6249,86
"1915",30701,1407
"1916",24475,649
"1917",21111,727
"1918",11961,34
"1919",10437,61
"1920",34426,2218
"1921",30282,440
"1922",13883,65
"1923",12256,6
"1924",6898,71
"1925",44382,684
"1926",30928,155
"1927",26522,476
"1928",19048,427
"1929",12515,32
"1930",66452,1039
"1931",60402,1174
"1932",43877,1259
"1933",23026,54
"1934",21926,96
"1935",23445,103
"1936",19957,128
"1937",9114,55
"1938",5753,13
"1939",5310,22
"1940",43144,347
"1941",32357,636
"1942",18766,142
"1943",9865,103
"1944",7803,85
"1945",29162,186
"1946",21947,322
"1947",12222,48
"1948",10259,19
"1949",10079,36
"1950",276458,2807
"1951",136052,245
"1952",100293,211
"1954",41176,378
"1955",83793,1705
"1957",29153,372
"1958",18704,298
"1959",17676,655
"1960",24062,21
"1961",22811,31
"1962",19677,52
"1963",14648,21
"1964",13667,7
"1965",41085,121
"1966",35140,145
"1967",32560,1008
"1968",26414,55
"1969",20011,91
"1970",27790,316
"1971",27787,119
"1972",27541,569
"1973",22724,334
"1974",14064,156
"1975",48483,645
"1976",28703,38
"1977",27918,158
"1978",23574,500
"1979",21662,388
"1980",71464,1156
"1981",46504,374
"1982",22360,74
"1983",20024,61
"1984",19653,303
"1985",111916,1978
"1986",62879,1208
"1987",51674,1277
"1988",30466,1001
"1989",22079,86
"1990",15861,84
"1991",9654,61
"1992",8673,18
"1993",6209,18
"1994",6129,27
"1995",12254,39
"1996",9701,134
"1997",6275,69
"1998",4882,44
"1999",4199,1
"2000",69764,281
"2001",63767,123
"2002",58232,87
"2003",51353,51
"2004",50817,93
"2005",47382,1126
"2006",41834,347
"2007",39884,1058
"2008",36274,293
"2009",28534,80
"2010",17112,136
"2011",10780,17
"2012",8542,29
"2013",5956,55
"2014",5142,2
"2015",42758,194
"2016",32082,246
"2017",28107,358
"2018",16196,62
"2019",14010,137
"2020",54428,958
"2021",33265,354
"2022",14175,58
"2023",11476,25
"2024",10163,179
"2025",40089,76
"2026",24158,171
"2027",17383,135
"2028",11933,28
"2029",11214,31
"2030",35920,109
"2031",17448,27
"2032",13501,129
"2033",9509,125
"2034",8395,8
"2035",125979,1330
"2036",92702,768
"2037",63546,876
"2038",40433,170
"2039",38527,111
"2040",177699,1686
"2041",85359,1224
"2042",84645,333
"2043",37656,113
"2044",35965,257
"2045",39991,696
"2046",21862,121
"2047",14035,77
"2048",12498,122
"2049",9492,115
"2050",108419,310
"2051",63942,509
"2052",58244,247
"2053",25694,240
"2054",24770,80
"2055",37819,288
"2056",22864,233
"2057",20843,287
"2058",11881,56
"2059",11627,42
"2060",82826,758
"2061",76591,622
"2062",59820,318
"2063",26460,603
"2064",25792,413
"2065",78268,1673
"2066",48816,1239
"2067",33633,1767
"2068",22994,249
"2069",19515,561
"2070",210578,5353
"2071",121968,1455
"2072",101435,725
"2073",64664,298
"2074",34301,203
"2075",29327,169
"2076",14277,106
"2077",12472,122
"2078",11044,72
"2079",9456,57
"2080",108935,1161
"2081",77917,1826
"2082",46176,1165
"2083",37166,42
"2084",31697,171
"2085",119496,1217
"2086",109373,1448
"2087",106360,613
"2088",102136,1118
"2089",70568,1290
"2090",54026,395
"2091",28314,202
"2092",27347,242
"2093",18461,64
"2094",16733,59
"2095",54061,508
"2096",33674,431
"2097",32176,510
"2098",20065,673
"2099",11309,22
"2100",54388,762
"2101",49597,548
"2102",24181,39
"2103",20025,671
"2104",19021,205
"2105",84259,3397
"2106",41690,1080
"2107",34277,311
"2108",26793,433
"2109",19373,156
"2110",25924,347
"2111",21975,237
"2112",13102,206
"2113",11626,170
"2114",9767,96
"2115",49830,1504
"2116",15748,207
"2117",12401,135
"2118",8837,89
"2119",7188,103
"2120",77366,474
"2121",34103,134
"2122",30876,180
"2123",21396,756
"2124",13553,35
"2125",59312,559
"2126",59289,554
"2127",36532,727
"2128",30671,75
"2129",24125,101
"2131",17395,239
"2132",7776,207
"2133",5310,134
"2134",3771,249
"2135",56940,849
"2136",50759,595
"2137",49800,536
"2138",21216,2325
"2139",12896,83
"2140",43757,256
"2141",27572,142
"2142",27148,576
"2143",20003,255
"2144",17077,188
"2145",22168,177
"2146",17175,249
"2147",7479,180
"2148",5135,27
"2149",3218,17
"2150",52754,722
"2151",52203,507
"2152",35014,260
"2153",25982,789
"2154",18626,57
"2155",15338,215
"2156",10792,66
"2157",5052,12
"2158",3962,9
"2159",3424,15
"2160",99463,574
"2161",66424,395
"2162",53782,169
"2163",36597,168
"2164",14787,220
"2165",83294,860
"2166",35673,280
"2167",26870,195
"2168",20825,168
"2169",12224,33
"2170",40309,548
"2171",33276,472
"2172",24902,410
"2173",10300,125
"2174",9301,254
"2175",48469,381
"2176",47318,282
"2177",37856,525
"2178",22043,62
"2179",15306,196
"2180",25260,735
"2181",10387,49
"2182",4238,54
"2183",3642,22
"2184",2768,42
"2185",88978,1169
"2186",62087,501
"2187",50497,2835
"2188",42566,235
"2189",31173,105
"2190",33797,407
"2191",18991,74
"2192",17929,150
"2193",13526,53
"2194",13310,143
"2195",75221,1226
"2196",48942,448
"2197",40544,327
"2198",30514,140
"2199",23517,109
"2200",97295,3504
"2201",60970,425
"2202",37470,238
"2203",35897,993
"2204",27686,301
"2205",42906,198
"2206",33317,147
"2207",28998,86
"2208",24729,286
"2209",16835,95
"2210",105352,1556
"2211",54480,5491
"2212",52546,458
"2213",31457,371
"2214",21456,51
"2215",69010,156
"2216",61802,443
"2217",46081,323
"2218",32212,130
"2219",30335,100
"2220",67609,1380
"2221",29093,340
"2222",21465,423
"2223",18312,460
"2224",15612,353
"2225",52504,541
"2226",40688,461
"2227",20835,55
"2228",19226,66
"2229",18643,56
"2230",37556,355
"2231",34637,519
"2232",17828,106
"2233",15166,649
"2234",13238,329
"2235",17462,68
"2236",12504,53
"2237",9714,32
"2238",7485,82
"2239",7124,46
"2240",15801,366
"2241",9994,162
"2242",7158,50
"2243",6380,134
"2244",5106,71
"2245",92926,1931
"2246",62327,1405
"2247",39530,441
"2248",22194,153
"2249",17621,252
"2250",69568,446
"2251",51337,760
"2252",43725,413
"2253",34740,258
"2254",21168,107
"2255",109475,858
"2256",94574,845
"2257",51043,595
"2258",44459,349
"2259",41000,574
"2260",27217,324
"2261",16615,423
"2262",8979,113
"2263",6349,125
"2264",4160,500
"2265",85237,1792
"2266",60915,1306
"2267",42546,453
"2268",32332,819
"2269",19367,142
"2270",17687,244
"2271",14323,47
"2272",9317,35
"2273",6752,37
"2274",5042,5
"2275",18400,275
"2276",16994,54
"2277",16198,338
"2278",7636,69
"2279",5386,31
"2280",163901,3403
"2281",68088,400
"2282",44250,158
"2283",38408,409
"2284",32093,247
"2285",36158,1738
"2286",28835,1401
"2287",25029,142
"2288",16810,68
"2289",11486,192
"2290",29720,899
"2291",29190,629
"2292",9982,162
"2293",7844,122
"2294",6603,126
"2295",50508,412
"2296",43503,1137
"2297",35074,481
"2298",13613,59
"2299",12943,142
"2300",44233,103
"2302",21403,166
"2303",11762,25
"2304",9172,97
"2305",137228,2742
"2306",88032,762
"2307",70061,1171
"2308",39695,2594
"2309",31897,235
"2310",452305,5555
"2311",348348,5042
"2312",221670,2627
"2313",190608,2517
"2314",142532,1004
"2315",23946,754
"2316",16621,139
"2317",12380,209
"2318",12356,96
"2319",11706,131
"2320",85975,531
"2321",71366,846
"2322",41732,894
"2323",36116,696
"2324",23939,228
"2325",39555,502
"2326",20956,426
"2327",17921,157
"2328",15073,89
"2329",10010,58
"2330",108872,280
"2331",92952,610
"2332",74546,167
"2333",42058,347
"2334",33001,217
"2335",44808,758
"2336",43244,907
"2337",25234,372
"2338",19840,182
"2339",14139,282
"2340",109839,491
"2341",53858,72
"2342",46794,340
"2343",41105,321
"2344",37663,175
"2345",70517,746
"2346",63748,814
"2347",37131,225
"2348",18232,58
"2349",16895,137
"2350",148856,1590
"2351",82142,1285
"2352",64872,401
"2353",41370,82
"2354",40386,360
"2355",67089,396
"2356",53462,322
"2357",20543,56
"2358",12897,527
"2359",12613,536
"2360",105206,881
"2361",96118,13114
"2362",47007,775
"2363",34937,476
"2364",34377,2050
"2365",67817,327
"2366",64790,582
"2367",59472,928
"2368",32812,1739
"2369",22444,149
"2370",34072,849
"2371",33085,411
"2372",21155,211
"2373",12575,92
"2374",12436,122
"2375",59626,1484
"2376",43250,1284
"2377",23125,308
"2378",13859,288
"2379",7203,207
"2380",103019,1020
"2381",89174,1223
"2382",39564,833
"2383",23670,69
"2384",19563,154
"2385",188902,1600
"2386",140823,2900
"2387",133435,1022
"2388",71448,664
"2389",51492,2695
"2390",21727,189
"2391",12978,132
"2392",9537,36
"2393",4499,13
"2394",2743,13
"2395",32814,244
"2396",18483,91
"2397",18320,240
"2398",11540,81
"2399",10982,62
"2400",45921,236
"2401",30260,79
"2402",12658,161
"2403",10813,21
"2404",9349,10
"2405",91311,2686
"2406",81822,1280
"2407",61286,1753
"2408",22803,248
"2409",16289,428
"2410",143325,11377
"2411",115236,694
"2412",38078,286
"2413",28419,3054
"2414",17510,126
"2415",80355,769
"2416",46440,715
"2417",28879,266
"2418",23921,563
"2419",21042,200
"2420",132715,247
"2421",118549,324
"2422",74913,4144
"2423",30546,29
"2424",27163,106
"2425",354977,1626
"2426",222603,765
"2427",103720,416
"2428",79668,530
"2429",62791,298
"2430",73775,933
"2431",41337,166
"2432",32022,142
"2433",26211,572
"2434",24838,252
"2435",83971,932
"2436",74587,1128
"2437",36335,103
"2438",29341,326
"2439",26977,309
"2440",122050,1284
"2441",104492,725
"2442",54225,242
"2443",51695,154
"2444",41624,294
"2445",20143,383
"2446",19891,667
"2447",15523,348
"2448",12449,678
"2449",9750,148
"2450",1234,29
"2451",1137,27
"2452",529,19
"2453",346,5
"2454",270,7
"2455",686113,4837
"2456",478331,3152
"2457",371828,3102
"2458",261985,6237
"2459",160266,574
"2460",93690,1100
"2461",51373,422
"2462",31742,132
"2463",23334,207
"2464",16189,185
"2465",21759,362
"2466",14232,149
"2467",12748,646
"2468",8887,210
"2469",5622,227
"2470",333321,1117
"2471",243189,1381
"2472",194113,4370
"2473",64869,216
"2474",52628,535
"2475",9279,424
"2476",7657,1280
"2477",5766,25
"2478",4331,75
"2479",3112,80
"2480",2046,9
"2481",836,4
"2482",671,8
"2483",637,5
"2484",458,1
"2485",3706,74
"2486",2576,30
"2487",2022,8
"2488",1824,6
"2489",1263,0
"2490",100166,863
"2491",65627,819
"2492",64756,132
"2493",39335,76
"2494",31331,29
"2495",84337,1189
"2496",44195,452
"2497",36371,188
"2498",32721,201
"2500",5251,306
"2501",3967,143
"2502",2703,103
"2503",2338,151
"2504",2326,180
"2505",27854,46
"2506",22067,35
"2507",19286,332
"2508",16721,11
"2509",12386,12
"2510",33750,185
"2511",30914,662
"2512",16751,185
"2513",13243,55
"2514",12823,252
"2515",20325,121
"2516",14388,17
"2517",9412,11
"2518",5386,0
"2519",4636,6
"2520",25818,326
"2521",21736,526
"2522",13675,235
"2523",10552,75
"2524",10383,150
"2525",77914,7744
"2526",42724,605
"2527",29826,1023
"2528",23137,378
"2529",21332,107
"2530",38526,178
"2531",27806,278
"2532",18936,150
"2533",10260,74
"2534",9066,39
"2535",64676,728
"2536",41701,194
"2537",32025,64
"2538",23762,62
"2539",19146,62
"2540",199628,1430
"2541",102079,848
"2542",78303,392
"2543",65123,387
"2544",53356,201
"2545",140460,673
"2546",102608,967
"2547",92163,541
"2548",50886,615
"2549",47507,271
"2550",71472,891
"2551",38872,465
"2553",27438,147
"2554",25198,247
"2555",59170,93
"2556",31172,114
"2557",28315,93
"2558",20755,36
"2559",15321,11
"2560",21057,117
"2561",8725,29
"2562",5746,35
"2563",3804,27
"2564",3596,77
"2565",92212,1212
"2566",67129,389
"2567",59506,764
"2568",34818,175
"2569",33323,123
"2570",270143,5176
"2571",100155,1055
"2572",52956,395
"2573",46296,368
"2574",45017,260
"2575",198941,2805
"2576",134265,3215
"2577",102562,638
"2578",49711,553
"2579",26200,200
"2580",58618,139
"2581",36580,238
"2582",23213,78
"2583",21323,31
"2584",13830,192
"2585",13203,38
"2586",12812,45
"2587",6926,4
"2588",4969,13
"2589",3285,4
"2590",25508,178
"2591",25499,101
"2592",18862,567
"2593",10880,194
"2594",10341,1264
"2595",173728,1078
"2596",147578,680
"2597",146924,4445
"2598",52678,587
"2599",34702,522
"2600",490794,4535
"2601",473065,3060
"2602",375357,3097
"2603",313437,2480
"2604",195124,1131
"2605",423416,15228
"2606",95473,600
"2607",78969,398
"2608",58017,1558
"2609",35681,61
"2612",47540,189
"2613",25206,72
"2614",20211,117
"2615",33286,139
"2616",31100,46
"2617",15541,27
"2618",14047,65
"2619",8115,1
"2620",98409,480
"2621",96046,968
"2622",43931,666
"2623",31995,175
"2624",27618,74
"2625",15789,81
"2626",11950,13
"2627",11501,226
"2628",8817,5
"2629",7156,2
"2630",30892,323
"2631",24039,232
"2632",16707,244
"2633",9563,231
"2634",8755,61
"2635",92594,714
"2636",30701,417
"2637",24860,970
"2638",12965,14
"2639",11936,36
"2640",111282,2770
"2641",90442,752
"2642",75917,1128
"2643",55447,1273
"2644",44785,85
"2645",120957,1910
"2646",55254,1612
"2647",43322,133
"2648",23082,416
"2649",21007,364
"2650",52201,188
"2651",33902,112
"2652",16783,46
"2653",16221,0
"2654",12556,61
"2655",81990,276
"2656",68374,186
"2657",59554,200
"2658",45003,1094
"2659",30417,61
"2660",23657,271
"2661",22083,223
"2662",15243,154
"2663",8021,9
"2664",4892,17
"2665",42554,3226
"2666",38343,208
"2667",32842,165
"2668",18620,485
"2669",12892,164
"2670",76340,452
"2671",39623,348
"2672",36327,322
"2673",23733,38
"2674",20391,106
"2675",126054,1238
"2676",98436,1567
"2677",39983,89
"2678",36630,109
"2679",25811,83
"2680",27433,152
"2681",14277,37
"2682",9531,159
"2683",8071,91
"2684",4484,13
"2685",247271,7117
"2686",69084,1066
"2687",42569,350
"2688",35911,221
"2689",28639,194
"2690",15842,8
"2691",13211,95
"2692",7559,98
"2693",6224,104
"2694",3337,14
"2695",302993,6160
"2696",213032,1943
"2697",140399,1278
"2699",54052,300
"2700",43647,763
"2701",14933,300
"2702",13132,84
"2703",9491,98
"2704",2901,157
"2705",58925,729
"2706",45954,1378
"2707",43856,590
"2708",37070,753
"2709",36115,947
"2710",206759,3210
"2711",195660,2750
"2712",133554,926
"2713",47655,238
"2714",36855,925
"2715",40777,903
"2716",22750,153
"2717",15804,82
"2718",8846,69
"2719",8662,9
"2720",42598,73
"2721",23592,6
"2722",19311,24
"2723",18649,28
"2724",14373,5
"2725",24932,275
"2726",18758,201
"2727",11058,67
"2728",4374,19
"2729",3326,127
"2730",44035,352
"2731",37505,680
"2732",35558,454
"2733",26335,544
"2734",20255,88
"2735",69222,1409
"2736",34656,309
"2737",28302,90
"2738",17085,128
"2739",15685,89
"2741",18164,315
"2742",10719,39
"2743",8823,51
"2744",8046,110
"2745",30075,328
"2746",17543,71
"2747",6297,21
"2748",5459,40
"2749",3739,11
"2750",27801,337
"2751",22724,686
"2752",18159,41
"2753",16318,20
"2754",12708,20
"2755",233382,1291
"2756",196105,1133
"2757",124757,250
"2758",110506,424
"2759",89915,419
"2760",123578,3118
"2761",74604,973
"2762",47735,431
"2763",26358,1203
"2764",14125,88
"2765",190711,8646
"2766",141644,1057
"2767",99008,854
"2768",65604,945
"2769",57058,322
"2770",201047,3441
"2771",142961,1763
"2772",71233,930
"2773",61640,1993
