,userid,commentid,username,content,timeStr,likedcount,replycount
0,122690538,332570750,徐秉龙,我可以做你的不二臣吗,2017/3/17,189127,1373
1,281128202,361785519,红粉胭脂旧俗人,第一次带女朋友回家，她显得有些局促，我在一旁示意，“叫人呀！”她这才开口，“叔叔阿姨好......”我一听不对，“叫错了！”她脸脸刷的一下就红了，“公公婆婆好......”卧槽！，我无奈地看着女朋友，“这是我爷爷奶奶……”[大笑][大笑][大笑],2017/4/21,166515,387
2,352374411,348715617,悲伤菠萝蛋炒饭,在公交车上听着这首歌，正好等红灯，看见一个男生拿着两朵包好的玫瑰花，另一个手里提着一大兜吃的，走路好像带风脚步轻盈，头发上下波动。马上就要见到自己心爱的女孩了吧，突然觉得很美好。还有这首歌,2017/4/6,94025,188
3,453561942,362913033,Jenmxy,你知道吗我有点喜欢你多希望我们是相互中意,2017/4/22,68712,90
4,551610318,634672558,在野_________,“暧昧是什么？”“所有人都以为你们在一起了，只有你清楚的知道你们的距离。”,2017/12/7,51798,238
0,98357645,595977313,周果亦,之前在杭州和龙龙一起吃饭的时候，他给我看了这个词，就很期待这首歌，后来也很开心参与了编曲制作，希望你们喜欢这首热烈的白羊[星星][爱心],2017/10/26,212163,355
1,129687062,595975831,任先生-,我是白羊，我很花心花心的爱她所有的样子。,2017/10/26,190484,914
2,470489854,596386843,咯北,好想和徐秉龙沈以诚谈一场不分手的三角恋,2017/10/26,158383,201
3,312454975,596039578,蛋糕和你嘴角的果酱我都要尝尝,陈瑞一定是个短发的白羊座小可爱吧?,2017/10/26,97230,334
4,472588863,595989774,帐号已注销,自从遇见你人生苦短甜长,2017/10/26,85987,402
0,122690538,636198091,徐秉龙,希望将来有一天能用原创音乐来为00后正名。,2017/12/9,504377,4129
1,19107426,636184954,杨功昊,千禧年的你一点都不赖[爱心],2017/12/9,185888,434
2,456306877,636244641,everythingmineisgone,我现在很忙不要来打扰我忙着学习忙着长大忙着给你一整首情诗,2017/12/9,102252,333
3,624464183,636273031,Pipe_dreammm,半夜一点零八徐秉龙的私信来了给我推了这首歌本来想要放下手机睡觉了不知不觉就这么单曲循环了好几遍看着评论几十条几十条地增加怎么觉得有点感动和温暖呢这个深夜有这么多人和我在听同一首歌却在想着各自的心事.,2017/12/9,67702,70
4,456306877,636185914,everythingmineisgone,千禧年又名千福年，其概念源于基督教教义，可以简单的理解为一千年，就是与审判密切相关的那一千年，千禧年开始的标志是基督再临与义人的复活，在千禧年中得救的义人在天国与基督一同作王，并且调研了失丧者的生平记录，也明白了上帝的标准。,2017/12/9,64386,210
0,401839571,550930741,去吧骚话球,他是好学生，成绩好长得俊。她是懒学生，爱玩爱闹。新学期他们成了同桌。他总是斜视或者俾睨她，从不拿正眼看她，听她讲笑话都只会用鼻孔哼。她气他那副死样子，就报仇似的到处说他暗恋她。他听到谣言后把她堵到墙角里，她吓得不行，刚想抱头求饶，却居然看到他涨红了脸：你是什么时候知道的？,2017/9/8,245309,2215
1,401769597,564953430,安稳噢,吃饭的时候隔壁桌有一对情侣男的夹了一块肉末茄子放在女孩子的碗里说：“呐把我的最爱给你”女孩子看着茄子反问了一句：“你的最爱不是我吗？”只见男生笑着对她说：“我跟茄子说话你插什么嘴”,2017/9/23,152815,849
2,249445886,558563822,有故事的小哥哥,为什么我吃的每个青柠都是甜的，难得是我的味蕾出了问题吗？哦！我知道为什么了，因为是你给的,2017/9/17,130999,339
3,543724436,571765323,梦系旅人x,隔壁班有个小哥哥是个超干净白白的认真读书的有洁癖的好学生我已经连续两个礼拜每天见到他跟他对视有一次刚睡醒脑子还没醒过来向他笑了一下他也朝我笑了一下他是不是也在注意着我我要不要去找他呢还是开始预谋邂逅[大笑],2017/10/1,90033,607
4,115123797,551594616,桃桃桃15,为青柠打call[星星],2017/9/9,78939,430
0,279057024,550580221,豆丁丁他姐豆芽芽,一纸少年坦荡荡，愿意把他的天真脆弱和喜怒哀乐都明明白白的展现给你看[爱心]为大老师爆灯，清澈的少年音里满满的都是勃发的蓬勃的憧憬和热血！新歌很好听，继续加油[亲亲],2017/9/8,18211,121
1,358372747,550587121,怀念路过的蜻蜓,一如既往明媚的基调，深情却不苦大仇深，果然一听就是大张伟[亲亲],2017/9/8,13293,35
2,80173014,550576709,glenxoseph,又是曲艺和电音的串烧，又是大调五声宫调式，又是一首鹊桥汇，又是一曲黄梅戏。,2017/9/8,10438,96
3,246673194,550596025,崇文第一帅呀,现在最热的电音+复古唱腔我就问问谁能想的到！？！?歌词又暖又美，像大学校园里你暗恋了很久的一个学长，在盛夏中有一天突然向你走来递给你一瓶冰汽水，说“你好哇，我喜欢你。”?,2017/9/8,9184,219
4,91533441,550568916,特拉法尔加_卡布达,这歌，真的，也许是因为知道您是写给二柱爸爸的吧，所以听的时候老带入一点自己对粑粑麻麻的情感，然后呢就老听得很感动老想流泪。是啊，谁说写给他们的歌就得煽情就得说年岁不饶人就得说以后要怎么怎么样对他们好呢。我就是在读诗的时候，看到了我爱的人，很想要去陪陪他们。,2017/9/8,5609,0
0,89068087,616349994,zayn浩,春娇与志明的余春娇说：因为他喜欢抽烟为了有共同话题我也去抽烟，后来他说他要戒烟了，因为他喜欢的女孩子不喜欢他抽烟。所以他戒了烟，而我却没有。,2017/11/17,260993,492
1,290864888,621014917,麇一怜,三年…领一个…李白…[惶恐],2017/11/22,148350,939
2,1535241753,5182934945,阳光明媚呀_180422,我爱过一个人，已经记不清初见的美好了，只记得那些失眠的夜晚，数不清的眼泪委屈，不被善待的真心和包容…这段不算恋爱的纠缠碾碎了我的骄傲和尊严，他说爱我，可坦诚、信任、时间、未来，他都给不了，他留给我的只有始终如一的欺骗和伤害，原来…我不值得他珍惜…天宇哥哥，我不等你了，你就不为难啦,2020/12/14,133317,217
3,309357270,616345999,帐号已注销,别戒了吧抽烟比吃糖好至少知道自己难受——松源,2017/11/17,110623,265
4,39174041,616366109,丁然燃橪,戒烟，戒的不是一根烟，而是一种依赖，烟灭了，而依赖却成了一种习惯，我拿什么去忘记你，2017.11.17，我决定戒烟了，南京十二钗，再见了[皱眉]以往不开心的过去，统统再见了[爱心],2017/11/17,72691,430
0,119727269,266331529,知有啊,他那天给我发语音，说完话之后忘记松开啦，他在那边轻轻哼着歌，后来我反复听了好几遍。他那边有点嘈杂，是在球场上奔跑和鞋底摩擦地面的声音，但我好像只能听见他的声音。其实我知道他是故意没松开的，但那天下午天气很好，我就没拆穿他。后来那天也是，他是故意走的，其实我知道。,2016/12/15,43131,129
1,302849113,337929048,帐号已注销,我吃完一个五斤的西瓜，也没等到回复我的信息，我想这应该不是你不够喜欢我，而是这西瓜不够大。,2017/3/24,18692,60
2,99141384,360589924,CYNTHIAAAAA-,妈妈在厨房里和我说今天在地铁里看到两个女孩子又搂又抱还问我怎么会有这种人完全不能接受在一旁的我愣住了突然有些难受妈你一定不知道你女儿喜欢一个女孩子很久很久了呢,2017/4/19,17958,92
3,38995087,193244848,陈小熊bigbearzjzl,嗨大家~有空去微博找我玩~@陈小熊bigbearzjzl专辑&首发巡演信息都已经发布啦~麻烦大家赞一下呀[可爱],2016/8/3,14671,1
4,443687342,464335644,往事寻觅,“屏幕前的姑娘愿你贪吃不胖愿你懒惰不丑愿你深情不被辜负”,2017/7/8,12110,42
0,254956069,289676775,珩o-,长这么大也没喜欢过几个人每次要好好处的时候总喜欢丢下我,2017/1/18,27176,73
1,65708405,325999213,南城与七月,1.我听见一阵急促的敲门声2.我醒了过来3.我打开了门看见你现在门外4.你说想我了然后给了我一个大大的拥抱是不是觉得很有爱真实的顺序是1342,2017/3/9,19795,49
2,336500939,329431771,我喜欢跟在你身后,到了一定年龄，必须扔掉四样东西：没意义的酒局，不爱你的人，看不起你的亲戚，虚情假义的朋友。但是必须拥有四样东西：扬在脸上的自信，长在心里的善良，融进血液的骨气，刻在生命里的坚强,2017/3/13,17200,12
3,392855732,372556001,FanQie的臆想,她个子矮，不温柔，不体贴，还很任性。我一点都不喜欢。和她在一起了：只是因为她喜欢我，愿意被我欺负，愿意和我开房。后来觉得累了过期了，想要分手，吵架，分手又和好了，反反复复。如今在一起快6年了，习惯了吵闹。在莫个没有她的地方会觉得心里空空的。我知道，我爱她，我该娶她了,2017/5/3,12655,73
4,116503365,375587794,穿XL的衣服,毕业后，女生要到美国发展，临行前，男生给了女生两个盒子：“如果决定离开，就打开第一个盒子;如果决定留下，就打开第二个盒子。”女生带走两个盒子，最终打开第一个，是一张机票。飞机上，女生好奇的打开第二个盒子，泪水夺眶，里面是两张机票和一张字条：你若为我留下，我也愿随你去远方。,2017/5/6,8376,24
0,42344005,12290131,poppy1984,每当我打麻将输很多的时候我就会开手机公放播这首！,2015/3/10,58423,298
1,130834887,73236856,君基处干事巴撸受,我始终认为，朋友变成情侣是最冒险的事儿。成为情侣就意味着有一天会分手，那就永远失去了这个朋友。一旦对朋友有了喜欢的感情，也证明友谊走到了终点，无论是否在一起没有，都没办法用纯粹的感情对待对方了。,2016/2/22,54531,709
2,51865084,60886387,_Hann_,蔡康永说过：谈过的恋爱并不会像剪掉的头发风一吹就飘走了。谈过的恋爱会变成叶片上的纹脉脚踝上的微血管，储存记忆维持生命难以察觉但却一直存在。,2016/1/11,44232,104
3,35854931,10021469,#NAME?,开始觉得做朋友就是我这辈子最幸运的事情后来成为了朋友还想更多终于我们是好朋友了人的欲望都不断增长我却知道只能到这了,2015/2/4,23671,47
4,135981965,149883224,AIsggggg,真心喜欢过的人不可能做朋友，因为多看一眼都想拥有。,2016/5/4,22792,140
0,35003973,6310014,BORNSICK,每个人的裂痕，最后都会变成故事的花纹。,2014/11/26,38862,117
1,12952659,2864397,Anxin_,但凡可以有个人陪着一起走，都不愿意一个人过，但凡一个人也可以过得很好了，就不会愿意再随便安身了，爱得起也放得下的人一定能遇到自己的幸福，一定也有这个能力守住幸福。这段话勉励自己,2014/5/31,23573,66
2,42996645,15586498,妮子不是妮子是妮子,永远不要用相互亲吻的嘴去相互诋毁。或许恨过，但只能说都会过去，希望彼此都好好的，再也不见。,2015/4/18,18054,85
3,74750463,126232993,FLR-13,“喜欢一个人是什么感觉”“你吸过毒吗”“忘记一个人是什么感觉”“你戒过毒吗”,2016/3/5,14255,174
4,31327097,17122834,IRVING__J,好不容易从上一段感情走出来，单身了三年，告诉自己几百遍再也不要谈恋爱，可是你又一直坚持追我，最后我和你在一起了，离不开你了，你却又丢下我了，我又要花多久才能笑着回头看呢[流泪][流泪][流泪][流泪][流泪]再也再也不要谈恋爱了,2015/5/4,11684,213
0,48605909,8935219,_请每天快乐起来_,“我知道你讨厌笨蛋但你不能欺负我老婆”直树对裕树说的[爱心],2015/1/17,86000,246
1,42694609,7202116,Inconceivability,江同学你好，我是F班的袁湘琴。嗯，我想你并不认识我，但是我对你却很了解喔。?从第一次在新生训练上看到你，那一天，我的眼光就不知道该怎麼离开你。不管是致辞的你，还是和旁人聊天的你，还是落寞不说话的你，我总可以很快的在人群中知道你的位置，找到你的位置。彷佛你在哪里，光就在哪里。,2014/12/16,50649,285
2,3726712,9459580,采金子的小蘑菇,祝郑元畅早点找到他心中的江直树,2015/1/26,43203,505
3,34878098,8368240,洋葱葱葱不要辣,我觉得不管多大，妹子们听这首歌的时候还是会泛出甜蜜[憨笑],2015/1/8,32802,108
4,75043518,155236555,读书人怎么说都是对的,一吻定情（恶作剧之吻）的原型是多田熏和西川茂夫妇，1996年版的监制是多田熏，琴子很笨直树很冷。2013年版的监制是西川茂，琴子很萌直树很温暖。那时多田熏已故。“我当监制的原因，是即便多年，还能和你名字排在一起；还想告诉你，在你那样努力喜欢我时，我也在慢慢喜欢你。”,2016/5/16,32121,125
0,38411304,5363530,岑妖,白驹过隙间十多年了，还记得在呵气成霜的早晨下了早自习去吃早餐，学校里的广播站在放SHE的《superstar》，功课还没预习，作业还没写完，鼓起勇气也没能和暗恋的女生说句话……转眼工作五年多了,2014/11/1,42689,47
1,38771296,11331877,老范不老,这首歌对于我的故事是：高三那年，我的同桌和隔壁班的一个男生都喜欢上了我们班的一个女生，同桌不想和自己的兄弟争，做起了牵线搭桥帮他们传纸条的工作，我看在眼里什么都没有说但我知道同桌有多喜欢她。高中毕业后，同桌意外出事走了，永远的活在了十八岁。现在大家天各一方，我想你们。,2015/2/24,42504,32
2,18721872,8166555,鸡排饭加个蛋哟,看到周杰伦作曲我又放心了。,2015/1/4,32982,21
3,67112992,57580779,银字笙调心字香烧,90后终于也要端起怀旧的鸡汤了,2015/12/30,18185,5
4,40162399,5142545,主修關係終結學,那年少的青涩才是爱情长大后的才不是爱情[流泪][哀伤],2014/10/25,17733,1
0,2681745,227259752,sharon冉,很多都在说21有什么可矫情的，其实20出头的这个年龄段真的很难过，已经过了几岁，十几岁那时的稚嫩，幼稚。却又没有三十几，四十几那时的成熟，干练。二十几岁一个尴尬的年纪，前脚刚刚迈进社会这个大熔炉，后脚还在象牙塔，所见所闻都会有很大的冲击，无助，迷茫也就油然而生了,2016/10/10,86211,318
1,124845931,70819482,Glambert丶Ru,才21有什么可矫情的！！,2016/2/15,65972,232
2,246371332,154986995,大婉子-,学姐说女孩子25岁如果没有结婚就算大龄剩女了，我才20岁突然有点担心这辈子遇不到我喜欢也喜欢我的人了。,2016/5/15,29589,496
3,107596662,65723067,story__teller,到了这个年纪还有什么看不清来往的人寒暄几句不过随口一提想想事到如今一事无成的如今没有个像样的伴侣浪费不少真心朋友不常联络偶尔谁失恋难过喝几杯酒也没话好说不知不觉也已经21说年轻不年轻还是有些脾气依然缺根神经盲目讲义气只是受点伤都不足为提,2016/1/28,17268,12
4,94213173,64645556,扣口吕,曾经的死心塌地，现在连名字也忘记…,2016/1/24,17136,60
0,400651122,626158342,StevenKing_,人的一生会有很多次背过手的时候小时候妈妈告诉我在外面要背手不要随便摸别人的东西到了中学对我喜欢的女孩表白想伸手摸她的长发却害羞的背过了手深爱的人转身离去想挽留却不忍心伸手自以为这样才能让她幸福而现在我终于鼓起了勇气去向她再次伸出手因为我懂足够珍贵所以才不舍的触碰,2017/11/28,53652,153
1,53747568,626160150,啊啊啊柴,薛之谦...喜欢你...依然是令我骄傲的事情...,2017/11/28,31458,143
2,350161797,626175380,别来BB我有没有前途爷就要做说唱,最近在蒙面综艺里看见你了，虽然你的镜头不多，但我还是很开心能看见你，希望你能加油，和我一样永远支持你的人一定有很多[憨笑][憨笑][憨笑],2017/11/28,27603,24
3,343125313,626179849,薛之谦比钢筋还直,“一张专辑发出来的话很多好歌会被大家忽略所以我愿意费点力一首首发等到够了十首再一整张发出来”“你能听我的歌已经很感谢了如果听的时候你能再看看歌词就是我最大的荣幸希望大家可以看着歌词听听”“感谢聆听..”,2017/11/28,26729,53
4,249964362,626133605,屋里小羊-,“花被人折走，芯被虫吸走”“我一无所有”全能唱作奇才薛之谦...记住...你还有我们...谦友！,2017/11/28,20074,18
0,41212760,633019180,Yang杨杨杨糟糕,或许也有所爱隔山海，而山海不可平。我们生来就是孤独，这些深情这些爱也不过是无处安放。很多事情看清了也就不在乎了，不在乎了也就对这些绝望了。是不是少年，好像还真不好说，淡漠到失去热忱的时候就会觉得自己老了，而某些瞬间，甚至无法描述那个瞬间，仍旧是个长不大的孩子，只能任凭无疾而终。,2017/12/5,46858,157
1,248704942,632709064,让风告诉你_iYf7,小时候我们词不达意，长大了我们言不由衷。徐佳莹第五张专辑《心里学》12.27正式发行，12.6首波主打《言不由衷》MV全球首播！,2017/12/5,22989,17
2,294802580,632702443,Jasondong_f,我还记得当时我看我是歌手那是我第一次听徐佳莹唱歌?声音甜美，唱进人心令我印象最深的是有一次徐佳莹上台前他的经纪人介绍她说她的粉丝本不希望她上这个节目因为就好像自己的宝贝被人发现了[爱心],2017/12/5,21378,115
3,266088971,632704898,谷歌之露,小时候骗爸妈没钱长大后骗爸妈有钱一不小心我们也成了骗子，言不由衷的生活着生活在纷扰的尘世中也许只有懂你的人才能理解吧请善待他们,2017/12/5,19464,21
4,126918925,632878438,帐号已注销,可惜她不明白为什么人有时候要憋着不哭会说反话会言不由衷.,2017/12/5,14538,30
0,43134570,134113339,沈水残烟,"""一百个给洛枳告白的盛淮南都比不上那个对老师说老师我听不懂的余淮""[爱心]没想到二熊大小姐第一本被拍成剧的书却是成书最晚的最好的我们，也期待周周林杨的出现[奸笑]",2016/3/25,146943,632
1,252956437,133988491,吻过你的眼睛就无畏的青春,“小爷我一直都在啊。”————余淮,2016/3/25,143387,335
2,70704946,138442207,半暑,刘昊然简直初恋标配啊,2016/4/6,122751,392
3,98550443,134665180,sodahugh,当时的他是最好的他，现在的我是最好的我，最好的我们之间，隔着一整个青春，怎么奔跑也跨不过的青春，只好伸出手道别。,2016/3/27,95456,136
4,256534444,143192088,晓燕酱,"""你跟二班那小子跑了我还没生气呢""",2016/4/18,94620,95
0,7278299,623471207,翼星编号808,溢于言表，喜于言表，碍于言表，爱于言表，此时无声胜有声，此处与谁相伴宿？祝福彼此，祝福我们。,2017/11/25,766,0
1,266088971,622578857,谷歌之露,爱情不需要太多的甜言蜜语，需要的是长久的陪伴,2017/11/24,408,0
2,95865156,649205769,帐号已注销,真的喜欢一个人无法形容她的美只是看着她就露出了藏不住的笑容发自内心发自肺腑发自深爱！,2017/12/23,311,0
3,515586486,638532204,再吃一次火锅,我来给hush打call！！！,2017/12/11,200,0
4,514904041,623792773,欢乐颂的2扣子,还是喜欢《言表》，真好听,2017/11/25,170,0
0,119338185,508432051,晁小柯,嘿！陌生人，下午好呀，我在北京，现在写化学的练习，再过一天作为高三党就要开学了，也是挺抵触的吧，毕竟成绩不高不低，感觉人生过得得过且过的，有的只有不切实际的目标。现在外面在下雨，昨天已经下一天了，雨天可真是让人讨厌呀，但，主上的这首歌配着雨声，真的感觉到了心安，谢谢你[爱心],2017/8/13,105056,1362
1,392813757,508454207,纯音shiro,愿你有高跟鞋但穿着球鞋愿你一辈子下来心上没有补丁愿你的每次流泪都是喜极而泣愿你筋疲力尽时有树可倚愿你学会释怀后一身轻愿你永驻时光爱上彼此的模样愿你走出半生归来仍是少年《愿你》,2017/8/13,55534,48
2,293950303,602770463,9号-天天,去年大学毕业就步入社会了，在社会上吃了不少的苦。有时候看电视剧里的大学高中时光都会无限怀念。现在听到这首歌《愿你》太史婧雯《那时正少年》还有关于伤感青春的歌总是很想哭[哀伤][流泪],2017/11/2,25411,46
3,332033014,508420570,o不良人o,作词：昼夜作曲：昼夜演唱：昼夜给主上爆灯!山川湖海囿于昼夜。愿你所愿终能实现[爱心],2017/8/13,21391,21
4,308174221,508427220,性感阮白洁在线撒娇,你是晚风渐息，星河若隐，一场小别离。你是破晓清晨，灿烂眼中的光景。你是时光轻轻哼唱，宛若星辉铺满小巷，黑白的琴键，闪着晨曦的光。你是回忆与爱，叙旧的歌，只唱给我听。你是心底的花，盛开在我的四季。你是信纸上的彩墨，写着我喜欢的词句。心中有了你，眼光绽放欢喜。因为你是我们的主上?,2017/8/13,16738,19
0,310363670,505312156,习谱予,没事，绝望的时间一定会度过的，你要走的路还很长。[爱心],2017/8/11,105635,358
1,109392217,505356858,帐号已注销,可能是那几年透支了太多的认真和热烈即便有重新开始的想法也没有重新开始的能力后来也有过一些跟别人接触的经历可是跟那几年的悸动不安欢笑泪水比起来总觉得他们少了那股干净又真诚的少年气“被你喜欢过很难再觉得别人喜欢我”“喜欢过你也很难再像那样喜欢别人”,2017/8/11,62853,185
2,258110601,505514697,余生未尔,你总让我觉得我们的关系不止于此却又只能这样,2017/8/11,54551,132
3,110782629,505760599,睡了老板娘,“你相信吗，未来要和你共度一生的那个人，其实在与你相同的时间里，也忍受着同样的孤独，那个人一定也怀着满心的期待，马不停蹄的赶来和你碰面”。－来自网易云某首歌的一段与这首歌很配的评论。,2017/8/11,35807,63
4,267853121,515841753,热鲨次郎,你捅了我一刀说了句我爱你，我忍痛把刀拔出来又笑着走向你把刀塞进你手里说再捅一次，我还想听听你刚才说那句我爱你,2017/8/19,17952,81
0,136771655,451330828,出神的男孩,这是一个人人手机不离手的时代，他要回你信息早就回了。你苦苦等待一个答案，殊不知，不回复已经是答案了,2017/6/25,360801,569
1,295353289,626207675,才情a,“如何亲手毁掉一个人？”“无条件的给她全部，再一次性收回来。”,2017/11/28,195258,330
2,330105628,488444657,帐号已注销,可能猫也爱过你只是你回应得太炙热你爱猫猫喜欢爱而不得,2017/7/28,118914,124
3,448860844,592515133,草莓味的ybc,你要搞清楚，是你喜欢对方，不是人家喜欢你，既然你动心了主动了，就算受了天大的委屈，也是你预料中的事情，怪不了任何人。你不是小朋友不开心也不会死，结果只能自己承担，不管多难过你也只能自己熬。谁叫你有本事喜欢人家，没本事让人家喜欢你。,2017/10/22,102358,210
4,136771655,449270968,出神的男孩,看一个日剧被一个桥段感动了在鬼屋出口的镜子上写道能和你现在牵着手的那个人我们相遇的概率简直是近乎奇迹希望就算你们回到明亮的世界也不要放开彼此的手,2017/6/24,90398,69
0,118507114,603014174,憨鹅,知乎上有个问题“突然不喜欢一个人，是什么感觉？”有个回答是“他本来浑身是光。有那么一瞬间，突然就黯淡了，成为宇宙里一颗尘埃。我努力回想起他全身是光的样子，却怎么也想不起来。后来发现，那是第一次见到他时，我眼里的光。”???,2017/11/2,38973,3
1,486199699,603169893,悲伤鸡蛋壳QAQ,表面上好像陈小希永远是主动的那一个，但其实江辰才是最没有安全感的吧。因为父母失败的婚姻，孤傲的少年完全不知道怎么去爱一个人。还好陈小希永远不会走，会忍你没车没房，会在你父母吵架的时候逗你笑，他爱陈小希并不比陈小希对他的爱少，他希望和陈小希有个家，他希望陈小希给他依靠，给他安全感。,2017/11/2,38786,25
2,106419179,603177500,-日向夏柑橘-,小美好里江辰的一个比喻很贴切，分手后生活也是照常过，并没有那么死去活来肝肠寸断，但是很奇怪的是，你总觉得哪里不对劲，就像是把高领毛衣穿反了，日子照常过，但过的像缺掉了什么。这大概就是爱一个人吧。[爱心],2017/11/2,32694,12
3,364637061,608459733,云村村民略略略_Z0Yd,“一辈子那么长，我才不会只喜欢你一个人呢！”……“一辈子那么长，没想到，我真的只喜欢你一个人。”,2017/11/8,27023,17
4,599678253,602849047,Berrychocolate-,#致我们单纯的小美好#“江辰，他们说比喜欢多一点是爱，比爱多一点呢？”“是只爱。”“那比只爱多一点呢？”“是不能失去。”“比不能失去再多一点呢？”“是另一个自己。”“比另一个自己再多一点呢？”陈小希用力强调了“再”。“是你。”11.9号见,2017/11/2,24493,2
0,122690538,316948303,徐秉龙,“愿你喜欢的人也喜欢你”,2017/2/24,319668,2839
1,357764728,317662525,将爱意杀戮,真羡慕你们一路丢了那么多人我呢一路被人丢,2017/2/25,152610,826
2,250401016,338315499,我就起来了哈,我是个男孩我也喜欢一个男孩,2017/3/24,139189,3146
3,98357645,320712355,周果亦,“你什么时候有空啊？”“立刻有”“为什么每次问你你都这样回答？”“因为立刻有啊！”“？”likeyoulikeyou……[爱心],2017/3/1,102797,112
4,277822372,368461923,你那里着火了,喜欢上一个男孩已经跟八个人说：“你千万不要跟他说啊！”这些人口风也是真的紧到现在都没传到那个男孩耳朵里,2017/4/28,74264,321
0,635807292,606915730,林杨大队长呐,你说，大家来参加升旗仪式，是不是都为了能光明正大地偷看一眼平时不容易见到、或者能见到却不敢明目张胆注视的某个人啊？有时候课间操和升旗仪式是很多人最为期待的。乌泱泱的人海中，他们总是能寻寻觅觅地将目光定位到某个人身上，将冗长无趣的仪式变成一场不足为外人道也的独家记忆。,2017/11/6,100439,161
1,543174571,612604792,Yuzurukaka,二熊补的番外，林杨走进了餐厅。“你好，有预定的，六点半。”服务生微笑：“请问是用什么名字订位的？”林杨：“应该是余小姐吧。”服务生低头查看许久：“抱歉，没有。但是……有一位林太太。”?,2017/11/12,74644,53
2,347980768,618354823,头头头儿,今天开始第一次化疗。周周女侠，我没有碰到过林杨小太阳，可是我相信你的主角游戏哦，我会好好加油的[星星],2017/11/19,39638,367
3,334155574,606906719,XJ是光,刘惜君的声音就像阳光温暖心灵清澈有力?八年前那个安安静静，羞涩腼腆又爱笑的小姑娘出落得越发美丽迷人，那年你21，今年我21.生活不曾停步，身边许多人来来去去。但爱你是一直在坚持的，亦如你对音乐的坚持?喜欢这首歌，期待新专辑。愿你万事胜意，祝47天后的自己考研成功。,2017/11/6,31964,15
4,336544840,606919116,余周周女侠,我很喜欢这样的声音，像块浸了温水的海绵，像婴儿奶香味的鼾声。这首歌适合夜里听，开盏橘黄色小灯，面前是万丈光明，背后是温柔黑暗。你问我害怕孤独么，我说是的。你问我还愿意一个人么，我说愿意。,2017/11/6,29104,8
0,43554800,6154635,珧珧珧,这么多年过去了～jj还是那个jj～没有绯闻～没有炒作～都说唱而优则演，演而优则导，可是只有他一直忠于他的音乐，一直简简单单,2014/11/22,74850,1113
1,34790587,5722607,糊佐,十五岁那年为了喜欢的女孩去了离家很远的一所学校，周末和她在古城墙边的草地上晒太阳，后来闹别扭不理我，我就跟在她后面唱这首歌。现在我即将为人父，她也将在年底结婚。,2014/11/13,50691,762
2,44695258,6467522,班尼路路,高二的时候为了和曾以为今生最爱的女孩在一起，背叛了几乎所有的同学朋友以及老师，一起牵着手上下课，对流言蜚语视而不见，然后用同一副耳机在座位角落听这首歌。但初恋最后还是像泡沫一样破裂，终究相爱的人还是失散，为此我几乎失去了一切信仰，现在好久没有她的消息了，突然想起已经过去六年了。,2014/11/29,38872,1448
3,85992096,33779504,夜雨----,杰伦有了昆凌，王力宏有了李靓蕾，就连陶喆也结婚了，jj也找个能照顾你的人吧…,2015/8/30,24917,454
4,36220638,31409132,月光是我黑漆麻乌的白色,原谅我小学时很讨厌林俊杰，我TM那时是不是SB啊。。,2015/8/17,22021,340
0,568619563,542605834,我是你的捷哥,今年26岁，因为我公司亏损倒闭，车也卖了抵账，未婚妻在我最困难的时候离开了我，本来十一的婚期，现在她却跟别人定了婚，现在一无所有，背井离乡来到深圳，拼了这条命也要翻身，现在的苦谁都不懂，朋友们只记得我风光的样子，不知道我落魄后过得有多苦，我谁都不求，只求身体能健健康康，好去拼命挣钱,2017/9/1,303476,0
1,134473935,531167400,哈哈哈快看我动态有个卖假鞋的,马上就要前赴西藏去当兵，希望我能完完整整的回来，因为我的爸爸妈妈还在等我回家，爱你们?,2017/8/23,195811,38
2,93041946,448360520,世界多点爱a,太平本是将军定不许将军见太平[心碎],2017/6/23,115997,9
3,445049651,576133599,胤神ovo,我是一个送外卖的，那天晚上是中秋，别人都和家人团聚而我们还要坚持，那天雨很大，单很多，鞋都湿透了，衣服也湿了，很冷，很多单子都要超时了，其中一个是送到女生宿舍的，心想她肯定等着急了吧！不会责怪我吧…我把饺子给她时，她给了我一个月饼，说了句中秋快乐！当时很感动，感觉再苦再累也值了,2017/10/5,111035,22
4,379105799,530892513,后海大鲨鱼zx,最近事很多，很多兄弟朋友都有事，一个好兄弟身上背了100多万…眼看要进去的兄弟，我的心情很复杂，感慨自己生在一个好的家庭，感慨自己的无能为力，弱小，感慨这个社会无非就是钱与权…兄弟出事，却什么也帮不了…真的无能为力…23岁的我，更加坚定了好好混的决心，希望我兄弟尽快看见晴天…[拜],2017/8/23,84062,8
0,31824244,10025524,帐号已注销,金玟岐啊金玟岐，你怎么还不火，没理由啊。,2015/2/4,152527,15
1,19158391,26003705,YoungLe_,对一个男人来说最无能为力的事儿就是在最没有能力的年纪，碰见了，最想照顾一生的姑娘,2015/7/12,108517,24
2,62016078,15918450,奶盖在这儿,谢当年不娶之恩望此生永不相见,2015/4/22,82408,3
3,50486418,48904139,景天oo千寻纽扣,一杯热水，你没在前十分钟喝掉，它就冷凉；一份热爱，你没有在期望的时间内回应，它就冷了。我可以为你变得出类拔萃，看你喜欢的电影，听你偏爱的歌曲；我可以跨过千山万水去找你，也愿意在原地为你画地成牢。但我心里有个付出的期限，一旦到达时间，我就必须得走。,2015/11/24,72635,10
