,userid,commentid,username,content,timeStr,likedcount,ip,time,ishug,replycount
0,1720189696,3281299364,浮元子_Dyw,"上一秒还在似孩童般唱着儿歌的他，下一秒就可以暴躁地尖叫“shut up”
上一秒还沉浸在佛经诵读的氛围中，下一秒就可以充斥着“任我主宰”的气势
华晨宇曾说过一句话：“当我的音乐能够影响到你，能引起你的思考，这就是艺术。”
“我带着那抹红，见证我所有的光辉时分”“为家人而战”华晨宇我们一直在",2020/4/24,48323,,1.58774E+12,FALSE,619
1,405527437,3281343939,歇菜的比,钢琴伴奏加了黑胶唱片的效果器，带有孩子气的唱腔营造诡异恐怖氛围，木吉他Riff随后插入，还运用了古筝、套鼓，用人声模仿埙的音色搭配六字箴言（绝对的神来之笔）Bass和军鼓到后面戛然而止，随木吉他着独奏仿佛进入无尽的深渊迷失又绝望；军鼓伴随华晨宇撕裂怒吼和电吉他回收音效仿佛七重人格涅槃重生,2020/4/24,36467,,1.58774E+12,FALSE,448
2,295575185,3281345927,山霁无岚_,"七皇的破立太极致了。
诡谲粗砺的失真童声、克制隐忍的吉他riff、委婉曲折的过渡古筝、天然质朴的人声拟埙、恣意张狂的躁动鼓点、喑哑颓丧的殉道念白、激进疯癫的宣泄嘶吼……说是七重人格，每个歌迷的理解也全然不同，我想大概跟小华是个绝妙的情绪容器分不开吧_(:з」∠)_。",2020/4/24,26248,,1.58774E+12,FALSE,181
3,126831252,3281296496,小mili,我认为这首歌确实全场最佳(不是粉),2020/4/24,21170,,1.58774E+12,FALSE,680
4,528334092,3281319105,_记忆是座荒岛,"郑楠：花花我们要不要改一下旋律，做一点简单的，大众都朗朗上口的音乐？
华晨宇：SHUT UP！！！",2020/4/24,20230,,1.58774E+12,FALSE,399
0,594104133,3459035009,KeyL1n,这份爱 会不会 会不会 让你也好疲惫,2020/9/22,344708,,1.6007E+12,FALSE,2624
1,481214790,3461938157,刘大壮Super,希望大家都能被爱的人温柔以待,2020/9/26,291190,,1.60105E+12,FALSE,2928
2,486274527,3459070261,ZzHpf,“梦里出现的人，到底是谁在想谁”,2020/9/22,128659,,1.60071E+12,FALSE,1789
3,3320445721,3459046935,Heyd2077,仔细想一想 我长得不出众 不高 不阳光 学习不好 脏话连篇 多疑敏感 喜怒无常 怎么可能会有人无条件站在我这边,2020/9/22,80616,,1.6007E+12,FALSE,1299
4,3236936668,3463977920,愿思安,补课费好贵 题目好难 压力好大 我想睡觉 我想休息可我更想考上好学校 ,2020/9/28,48060,,1.60129E+12,FALSE,986
0,1525138606,3442264435,在天堂中死去,昨天去见前任了 他盖着白布 好像不想见我,2020/9/2,338182,,1.599E+12,FALSE,5647
1,90467349,3410493733,h3R3,rap部分是我，副歌部分是高旭，歌词里为了美观没有标注，看大家都分不清，稍后会标注上,2020/8/8,190413,,1.59682E+12,FALSE,1630
2,374774746,3322958927,鸽子衫__,因为你错过了，别人才会遇见，因为别人错过了，你才会得到。,2020/5/25,176756,,1.59041E+12,FALSE,1682
3,487142125,3450120934,果粒橙喜欢喝橙汁,果然男人只有在土里才会安分吗,2020/9/11,57172,,1.59982E+12,FALSE,1041
4,1786571481,3440354525,得星星,昨天和喜欢的男孩子亲嘴了,2020/8/31,46093,,1.5988E+12,FALSE,1427
0,1834250242,3272865036,我真没前任,一起吹过晚风的人 大概会记得久一些,2020/4/19,289351,,1.58731E+12,FALSE,2413
1,1700001791,3272281729,CCCCCCCCopy,当初你也是那个习惯把太阳画在纸的角上的小屁孩吧,2020/4/19,257326,,1.58729E+12,FALSE,1948
2,261750277,3272370916,薇迹,我们结婚吧 我搬到你家 你给我买个小点的戒指吧 我不要车不要房不要彩礼 结婚证也很便宜 我是真的很想嫁给你,2020/4/19,202233,,1.58729E+12,FALSE,4486
3,346008082,5215325582,BTo777,冲10w+再发一首超级好听的歌[憨笑],2021/1/23,133744,,1.61135E+12,FALSE,2045
4,346008082,3445763032,BTo777,人如果没有梦想，那跟咸鱼有什么区别啊？,2020/9/6,117885,,1.59933E+12,FALSE,1691
0,536871464,5207880740,002day,"“丘比特为什么蒙着眼?”
“因为爱情无关性别”",2021/1/14,152786,,1.61059E+12,FALSE,1331
1,2128203854,5247774318,帐号已注销,今天被暗恋的男孩摸脸颊了！你们能体会那种仿佛要瞬间螺旋升天的喜悦吗!因为今天和他一起去参加同学的生日party，站在角落看着他，注意到我后直接跑来糊我的脸。丝滑的奶油和他的双手抹在我脸上，大脑瞬间死机。一个1米5的小女生就这么被一个1米7的男孩子弯下腰来摸到了脸。快要幸福死啦,2021/2/22,101857,,1.614E+12,FALSE,3293
2,1579669573,5267054223,谢谢我真的不饿,"她模仿我穿衣风格
模仿我写字字体
模仿我的性格
模仿我的一切
但是她模仿不了我一顿八碗饭",2021/3/20,77392,,1.61619E+12,FALSE,1240
3,1291060061,5221988562,墨九辰_2kWu,"我突然记起一次月考听力
–Hello, Jane! What are you doing?
–I'm waiting for Mike .What about you, John ?
–I am waiting for you",2021/1/29,58472,,1.61189E+12,FALSE,504
4,422318182,5456903152,蒋小呢呢,希望每个人都可以跟自己最爱的人，感受最浪漫的场景。,2021/11/12,52786,,1.6367E+12,FALSE,1141
0,373688216,5337407047,日落摆渡人_Sun,这是我觉得最好的网红模式，有内涵，有文化，能做出贡献[强][强][强],2021/6/20,18942,,1.62417E+12,FALSE,1169
1,1308327677,5337012503,爱小橘子的喵喵,高原的风，带来了吉祥的礼物，那位来自高原的少年，是风，也是自由的使者，他带着微风吹向祖国的山川湖海、吹向你我心灵。勇敢的少年啊，请看遍这个世界的美好，你一定会创造无限奇迹。让我们一起聆听高原少年的歌声，音乐的力量会给予你我天空下的那份温暖。?,2021/6/20,17822,,1.62412E+12,FALSE,379
2,1448647284,5337271179,帐号已注销,格聂神山出来的孩子，加油！！！[拜],2021/6/20,16144,,1.62416E+12,FALSE,1894
3,5056373438,5337268802,云村村民162415445502888,哇塞！这是那个丁真的歌吗？着实让人惊艳啊！不是说他除了脸能看，什么都不会吗？个人觉得这很不错啊,2021/6/20,12869,,1.62415E+12,FALSE,582
4,321217662,5337920525,imfyx,有一说一，虽然我对丁真无感，但这首歌是真的好听[强],2021/6/20,12169,,1.6242E+12,FALSE,243
0,1321726131,3317308535,Naviooo,下次遇见喜欢的人记得要勇敢,2020/5/21,247797,,1.58999E+12,FALSE,7778
1,130228618,3317382714,DizzyQ-,总会有个人陪你过未来每一个夏天。,2020/5/21,170801,,1.59E+12,FALSE,1827
2,106429785,3325202271,强泽宇,吴念慈 我不知道这次你还愿不愿意回来 我只是想说我真的很爱你 可能真的是我不配 生活真的一直在和我开玩笑 而我也一直都达不到你的预期 这是你发给我让我听的歌 现在也是我最喜欢的歌 现在我也只剩这首歌了吧。,2020/5/27,110977,,1.59059E+12,FALSE,1787
3,1662046566,3318304260,限定肖肖-,一八年的夏天，是全网公认最好的夏天,2020/5/21,70632,,1.59007E+12,FALSE,2924
4,468610654,3317480675,傲七爷Winn,（一坨歌手爬过）寡某祝大家521快乐,2020/5/21,63905,,1.59002E+12,FALSE,304
0,328199093,1680945369,王贰浪, 希望你是回忆里 那个永远不长胖的人～,2019/11/14,276967,,1.57366E+12,FALSE,2470
1,1478768898,3391157646,一一记得开心,“所以你宁愿错过也不愿主动，对吗？”,2020/7/25,145452,,1.59566E+12,FALSE,6528
2,543007697,1681062380,夜晚星点灯,"I like you,but just like you[爱心]",2019/11/14,103352,,1.57369E+12,FALSE,1911
3,599971613,5246848169,曰月曌,这个世界病了，把渣当酷，把深情叫舔。,2021/2/21,75758,,1.61392E+12,FALSE,1082
4,1818173731,5363729417,注意看这个女人叫小美3,这首歌真奇怪，像告白又像告别,2021/7/17,56225,,1.62647E+12,FALSE,599
0,1535471338,5184713382,阿旭_942698,听起来可真是，一口德芙一口烟,2020/12/17,188069,,1.60818E+12,FALSE,1389
1,114642895,5184645380,张起灵叶修jacky,"呜呜呜来了来了！！！
我原地起飞！！！
王嘉尔??林俊杰，两位的神仙合作终于出生了！期待很久了！！！！！???
是约定好的中文歌呜呜呜，大?就是我努力的动力吖，我还能继续背书！?
又是新曲风，嘉的歌永远带给我惊喜???
当我戴上耳机听歌，我的精神和身体就已分离，旁若无人的地步(hhh）快落",2020/12/17,64458,,1.60818E+12,FALSE,545
2,3296420507,5212351574,SJ世俊,"都2021年了，江南的风依然在吹，我们也依然爱听JJ。从《她说》到《可惜没如果》再《过》，悲伤的情歌，总是能分散深夜的落寞。
",2021/1/19,56846,,1.61106E+12,FALSE,16
3,1534833158,5185033047,kr1snu0,王嘉尔的声音用什么烟保养的？,2020/12/17,45963,,1.60821E+12,FALSE,685
4,304792898,5184656297,Lee_硕,"Jacksonwang:
I don't play around not that kind of guy.
我不是那种随便玩玩的人。
[拜][拜][拜]???????????",2020/12/17,40936,,1.60818E+12,FALSE,269
0,274038268,5174332413,LANXXXXYU,毕竟一生很短 少有圆满,2020/12/5,221035,,1.6071E+12,FALSE,986
1,1384013991,5175101499,不是半岛铁盒,你一定不懂那种看清了还想继续喜欢的感觉,2020/12/5,199638,,1.60718E+12,FALSE,5107
2,1644724058,5178811577,与2025有个约定,我总感觉这是一个女孩子唱给另外一个女孩子的歌[呆],2020/12/10,91912,,1.60758E+12,FALSE,1225
3,333928370,5203302114,大小小小小大王,"阿月和星野相识于光遇
有天星野上线 告诉阿月他要退游了 因为生病了 很严重的病 会暴躁会摔东西
再后来 阿月知道了 他浑身插满了管子 肝脏破裂 需要手术 但是找不到合适的肝源
2020.12.31 23:46 星野抢救无效不幸去世 遵逝者遗愿 葬于广西北海
写给阿月的备忘录里有一句 如果有下辈子就带你去看星星吧",2021/1/8,74904,,1.61009E+12,FALSE,1345
4,500800724,5174699556,W-sily,阿拉斯加湾，是世界9大著名海湾之一 ，海面呈现两个颜色，由于密度关系，两片海不能融为一体,2020/12/5,74099,,1.60715E+12,FALSE,316
0,45634829,7940774,青栀丶,如果有妹子对我唱这首歌 我一定娶她[牵手],2014/12/31,25240,,1.42E+12,FALSE,345
1,9764855,11961784,帐号已注销,谁说男生不可以有少女情怀呢？我最大的梦想是以后能生个小公主。我要把她打扮得漂漂亮亮的，看其他小男孩屁颠屁颠地追着我女儿跑。[大哭],2015/3/5,14116,,1.42556E+12,FALSE,44
2,12489999,8426029,mini0831,我天词曲都是林一峰，他心里一定住着一个小公主,2015/1/8,10018,,1.42073E+12,FALSE,136
3,36411087,14625754,Mercaptohexyl,王心凌的honey 孙燕姿的honey honey 萧亚轩的honey honey honey 这三首歌都不错。,2015/4/8,8995,,1.42849E+12,FALSE,36
4,40729747,9459393,帐号已注销,异地恋金曲排行榜第三名。[大哭],2015/1/26,6783,,1.42224E+12,FALSE,68
0,378077567,384085145,Lil-9,喜欢说唱的女生应该都很正吧,2017/5/16,108117,,1.49491E+12,FALSE,1317
1,68775440,564891334,CarryOn669_,"如果可以
我只要
一杯清水
一片面包
一枝花
如果再奢侈些
我希望
水是你倒的
面包是你切的
花是你送的",2017/9/23,47620,,1.50615E+12,FALSE,108
2,334518260,601897804,看那孤独的风景-,现代人太着急了 看一眼照片 听一段语音 道两天晚安 就喜欢上了 不过讨厌得也很快 喜欢了两三年 最后因为一个眼神 一句话 不到一秒就决定放弃了 多情又冷酷也挺好的 速战速决总是好过暧昧不清 就只怕杀伐决断的遇到了藕断丝连 情意绵绵的遇上了见异思迁 这世上 赢的多半还是薄情人。,2017/11/1,40758,,1.50948E+12,FALSE,137
3,277105854,508266668,DoubleC大宝西,看到你们都爱听 很是开心[爱心],2017/8/13,27116,,1.5026E+12,FALSE,183
4,254933456,380347782,LLL3L3L,你让我如此着迷 没有什么不可以?,2017/5/12,15546,,1.49456E+12,FALSE,34
0,99798699,47122687,CHNssy,我发现庾澄庆的声音和哈林好像！！！,2015/11/16,113874,,1.44761E+12,FALSE,273
1,117994042,66844496,账尸已注消,对着基友唱了一晚上，他怎么没反应，表达的不够直接吗？[呆][呆],2016/2/1,52689,,1.45428E+12,FALSE,96
2,79451523,59267298,张小峰丿, 每次通知栏显示赞了我评论我都要重温一遍这首歌。。。,2016/1/5,46968,,1.452E+12,FALSE,230
3,44480604,8095703,Drave,封面把鼠标都截进去了。。。,2015/1/3,26041,,1.42027E+12,FALSE,14
4,50297307,13376749,雷声大大,初中喜欢这首歌，对同学说谁要是对我唱这首歌表白，我一定会答应的。结果真的有一个男生一直偷偷练这首歌。中考时他借了同学的P3，后来同学告诉我他一直单曲循环这首歌。后来的后来，他真的对我唱了这首歌，不过是喊我一起唱 。如今，他还是单身，但我们是永远不可能了。再好的人，不适合也是枉然。,2015/3/24,16929,,1.4272E+12,FALSE,12
0,128332375,354764001,你真的很呆,昨天晚上朋友请去ktv，每人都叫了个妞，坐在我身边的那个长得挺漂亮的，中间她摸着我的手玩弄着，一起唱了几首歌，结束时她的脸贴着我的脸说了一句话：！挣点钱不容易，以后这种地方不要来了，看你手上的茧，省点钱给嫂子孩子吧。,2017/4/12,48742,,1.49199E+12,FALSE,586
1,309916632,212914961,喜豆田,整天评论就是，暗恋，热恋，绝恋，不像我清新脱俗，提前祝大家新年快乐。,2016/9/11,34887,,1.47357E+12,FALSE,286
2,252872101,323831631,年年的豆瓣酱,单身是会上瘾的，一个人时间长了，久而久之就会变成习惯。会懒得恋爱，对爱情越来越挑剔，对朋友越来越重视，比以前更珍惜亲情，更爱父母，会越来越喜欢听歌，对所有的节日大多没什么期待，觉得日子过得无拘无束自由自在 ，给单身的自己转一个～,2017/3/5,21047,,1.48873E+12,FALSE,167
3,36703816,11392359,我有点小坏,同样是过往  华健大哥唱出了释怀和些许自嘲  小刚的演绎版本却是内疚和无法忘怀  同样精彩 可能是先入为主 这首歌还是喜欢周华健的版本[亲亲],2015/2/25,12311,,1.42484E+12,FALSE,52
4,47551454,9434477,Q2594570106,小刚，李宗盛，都是才子，唱歌写歌都是一流,2015/1/25,8878,,1.42219E+12,FALSE,48
0,39752076,7814198,万树梅花月满天,记得第一封情书是上初二的时候。傻傻地我竟将收到的情书都交给了妈妈，而我妈并没有去找这些孩子的家长或老师，而是把它们保存了下来……特别感谢我妈，也特别感激那些个小屁孩儿，谢谢他们在最初情窦初开的年华里，曾经喜欢过那么傻的一个傻姑娘，给她的一生留下了如此纯洁美好的回忆。,2014/12/28,46379,,1.41978E+12,FALSE,253
1,51720314,54858025,进口萝莉y,今天坐电梯，电梯上一个人打开一包巧克力，每个人分一个，没给我，我就伸手要了一个，他愣了一会给了我一个，到了5楼，他们都下了，我才知道他们原来都认识，哎呀卧槽！我竟然伸手要了一个！[呆],2015/12/19,38992,,1.4505E+12,FALSE,302
